neg,neu,pos,compound,eid,pii
0.017,0.898,0.085,0.9999,2-s2.0-0038606762,S0047248403000502
0.063,0.812,0.125,0.9998,2-s2.0-33646860004,S0047248406000169
0.025,0.944,0.031,0.5574,2-s2.0-0035156702,S0047248401904981
0.036,0.843,0.121,1.0,2-s2.0-0001084658,S004724840580003X
0.006,0.848,0.146,0.9978,2-s2.0-0033150253,S0047248499903044
0.044,0.876,0.08,0.9966,2-s2.0-0038606751,S0047248403000447
0.017,0.881,0.102,0.9999,2-s2.0-74449086026,S004724840900181X
0.027,0.875,0.098,0.9999,2-s2.0-43249126755,S0047248407002540
0.07,0.851,0.08,0.9659,2-s2.0-0001649858,S0047-2484(83)80159-6
0.072,0.885,0.043,-0.9869,2-s2.0-38249035468,47248487900261
0.016,0.896,0.089,0.9892,2-s2.0-0030499390,S0047248496900615
0.051,0.864,0.085,0.9835,2-s2.0-0018819051,47248480900378
0.078,0.85,0.072,-0.8232,2-s2.0-0004781417,47248472900231
0.063,0.872,0.065,-0.8332,2-s2.0-85103934813,S0047248421000336
0.026,0.904,0.07,0.9997,2-s2.0-45549120470,47248488900565
0.027,0.915,0.057,0.9994,2-s2.0-85086652228,S0047248420300798
0.025,0.903,0.071,1.0,2-s2.0-85033801476,S0047248417303858
0.02,0.893,0.087,0.9998,2-s2.0-0018132902,S004724847880075X
0.044,0.874,0.082,0.9984,2-s2.0-58149373291,S0047248485800567
0.035,0.894,0.07,0.9913,2-s2.0-0035348245,S0047248400904615
0.029,0.898,0.073,0.9998,2-s2.0-0017402142,S0047248477800584
0.024,0.914,0.062,0.9988,2-s2.0-0018188317,S004724847880030X
0.036,0.908,0.055,0.9992,2-s2.0-0024876804,47248489900171
0.023,0.915,0.062,0.9998,2-s2.0-85106325357,S004724842100052X
0.007,0.931,0.062,0.9939,2-s2.0-0031160919,S0047248496901268
0.028,0.903,0.068,0.9987,2-s2.0-0018138728,S0047-2484(78)80113-4
0.024,0.911,0.065,0.9999,2-s2.0-85046688302,S004724841730177X
0.037,0.901,0.062,0.9982,2-s2.0-23844477894,S0047248405000849
0.022,0.857,0.121,1.0,2-s2.0-84928264106,S0047248415000196
0.033,0.872,0.095,0.9992,2-s2.0-0001470367,004724849290085N
0.013,0.92,0.067,0.9989,2-s2.0-0000550832,S0047248482800468
0.037,0.917,0.045,0.9778,2-s2.0-0013444651,S0047248485800658
0.026,0.921,0.053,0.9994,2-s2.0-84907284640,S0047248414001043
0.02,0.903,0.076,0.9545,2-s2.0-0028602963,S0047248484710177
0.031,0.923,0.046,0.992,2-s2.0-20144373038,S0047248404001836
0.032,0.876,0.092,0.9999,2-s2.0-85099613181,S0047248420302025
0.077,0.815,0.108,0.9371,2-s2.0-0030498155,S0047248496900603
0.053,0.874,0.073,0.9987,2-s2.0-55749086019,S0047248408000845
0.033,0.91,0.058,0.9991,2-s2.0-34447098267,S0047248407000838
0.015,0.945,0.04,0.9643,2-s2.0-0031993166,S0047248497901810
0.027,0.894,0.079,0.9998,2-s2.0-79957985332,S0047248411000686
0.033,0.913,0.055,0.9997,2-s2.0-30544450087,S0047248405001521
0.016,0.894,0.091,0.9999,2-s2.0-84898055551,S0047248414000347
0.017,0.919,0.064,0.9998,2-s2.0-24644511211,S004724840500093X
0.036,0.872,0.092,0.9996,2-s2.0-0016314412,47248474900116
0.019,0.913,0.068,0.9992,2-s2.0-38249028585,004724848890022X
0.024,0.894,0.082,0.9806,2-s2.0-0033150236,S0047248499902993
0.0,0.948,0.052,0.9851,2-s2.0-0034181504,S0047248499904001
0.03,0.873,0.097,0.9998,2-s2.0-0015831259,004724847390016X
0.028,0.907,0.065,0.9994,2-s2.0-79953062743,S0047248410002186
0.024,0.913,0.063,0.996,2-s2.0-0016780374,004724847590144X
0.014,0.932,0.054,0.9985,2-s2.0-0025631044,004724849090005V
0.008,0.938,0.055,0.998,2-s2.0-0018579653,47248479901064
0.016,0.923,0.061,0.9997,2-s2.0-35648972544,S0047248407001546
0.035,0.887,0.077,0.9984,2-s2.0-78149414148,S0047248410001600
0.041,0.84,0.119,0.9981,2-s2.0-0021624548,S0047248484800020
0.035,0.86,0.104,0.9999,2-s2.0-0017294920,47248476901019
0.037,0.846,0.116,0.9996,2-s2.0-85032911829,S0047248417302567
0.018,0.9,0.081,0.9997,2-s2.0-84859162180,S0047248412000164
0.029,0.901,0.07,0.9989,2-s2.0-84905757192,S0047248414001444
0.04,0.904,0.056,0.9985,2-s2.0-33750630285,S0047248406001369
0.026,0.915,0.059,0.9996,2-s2.0-33846499013,S004724840600159X
0.026,0.888,0.086,0.9999,2-s2.0-1542380043,S0047248403001702
0.018,0.856,0.127,0.9992,2-s2.0-0019776350,S0047248481800735
0.032,0.835,0.133,0.9999,2-s2.0-85062506936,S0047248418301623
0.004,0.937,0.058,0.9869,2-s2.0-0017569411,S0047248477801012
0.016,0.863,0.122,0.9948,2-s2.0-49549131523,47248476900063
0.04,0.902,0.058,0.9995,2-s2.0-0242697942,S0047248482800080
0.058,0.84,0.102,0.995,2-s2.0-0016790909,47248475901578
0.022,0.925,0.054,0.9915,2-s2.0-0017687544,S004724847780050X
0.024,0.916,0.06,0.999,2-s2.0-19644400657,S0047248404000636
0.003,0.97,0.027,0.9814,2-s2.0-0016203798,47248474900268
0.021,0.904,0.074,0.9999,2-s2.0-84937970860,S0047248415001050
0.019,0.865,0.116,0.9968,2-s2.0-0242611356,47248480900913
0.049,0.787,0.164,0.9998,2-s2.0-0018154647,S0047248478800384
0.028,0.911,0.062,0.9998,2-s2.0-67649967534,S0047248409000293
0.046,0.826,0.128,1.0,2-s2.0-84991737398,S0047248416301026
0.066,0.861,0.073,0.9762,2-s2.0-49649142920,47248472900620
0.026,0.921,0.053,0.9993,2-s2.0-0027075855,004724849290069L
0.02,0.898,0.082,0.9987,2-s2.0-0016353851,47248474900141
0.023,0.892,0.085,1.0,2-s2.0-84957725107,S004724841500158X
0.033,0.904,0.064,0.9999,2-s2.0-1342268762,S0047248403001581
0.041,0.883,0.076,0.9998,2-s2.0-80053385351,S0047248411000844
0.009,0.909,0.082,0.9874,2-s2.0-0032194511,S004724849890238X
0.0,0.917,0.083,0.9524,2-s2.0-0042038946,S0047248496900068
0.018,0.952,0.03,0.8074,2-s2.0-0033252239,S0047248499903639
0.026,0.888,0.086,0.9997,2-s2.0-4444290161,S0047248404000909
0.027,0.909,0.064,0.9992,2-s2.0-61749098371,S0047248408002340
0.019,0.933,0.049,0.9898,2-s2.0-0036835165,S0047248402906032
0.017,0.929,0.054,1.0,2-s2.0-85093955226,S0047248420301433
0.04,0.866,0.094,0.9955,2-s2.0-58149371124,S0047248486800768
0.031,0.903,0.067,0.9997,2-s2.0-79952364398,S0047248410000102
0.04,0.882,0.078,0.9986,2-s2.0-0041475183,S0047248477800481
0.022,0.825,0.153,1.0,2-s2.0-84863526824,S0047248412000759
0.014,0.897,0.088,0.9999,2-s2.0-84960394594,S0047248416000233
0.027,0.902,0.071,0.9998,2-s2.0-80052312651,S0047248411001242
0.008,0.947,0.044,0.9933,2-s2.0-0032922599,S0047248498902597
0.016,0.912,0.073,0.9999,2-s2.0-35648930367,S0047248407001455
0.005,0.955,0.041,0.9987,2-s2.0-50849102278,S0047248408001097
0.034,0.909,0.057,0.9987,2-s2.0-85030459615,S0047248417300222
0.024,0.92,0.056,0.9992,2-s2.0-85059669709,S0047248418303920
0.031,0.917,0.052,0.9998,2-s2.0-85086672723,S0047248420300737
0.018,0.933,0.049,0.9994,2-s2.0-35648996401,S0047248407001510
0.053,0.821,0.125,0.9993,2-s2.0-0015868351,0047-2484(73)90133-4
0.04,0.858,0.102,0.969,2-s2.0-0030441949,S004724849690069X
0.01,0.876,0.113,0.9987,2-s2.0-0032004110,S0047248497901779
0.012,0.928,0.059,0.9998,2-s2.0-33745206312,S0047248406000200
0.018,0.864,0.118,1.0,2-s2.0-77952958703,S0047248410000047
0.007,0.915,0.078,0.9951,2-s2.0-0031204329,S0047248497901329
0.044,0.863,0.093,0.9943,2-s2.0-45449123271,47248488900899
0.025,0.952,0.023,-0.1779,2-s2.0-0034116344,S0047248499903792
0.035,0.9,0.065,0.9999,2-s2.0-0023519729,47248487900364
0.0,0.942,0.058,0.8807,2-s2.0-50849105792,S0047248485710020
0.06,0.861,0.078,0.9998,2-s2.0-85075305334,S0047248419300077
0.104,0.841,0.055,-0.9999,2-s2.0-55749083373,S0047248408001644
0.009,0.865,0.126,0.9952,2-s2.0-0029527976,S0047248485710470
0.041,0.918,0.042,0.8591,2-s2.0-0036753199,S0047248402905865
0.058,0.843,0.099,0.997,2-s2.0-79751536142,S004724841000240X
0.025,0.888,0.088,0.9994,2-s2.0-84906940805,S0047248414000311
0.022,0.948,0.03,0.9062,2-s2.0-0036005747,S0047248401905329
0.011,0.937,0.053,0.9921,2-s2.0-0036833773,S0047248402905920
0.035,0.86,0.105,0.9996,2-s2.0-0015818857,47248473901218
0.0,0.893,0.107,0.9753,2-s2.0-0031613259,S0047248497901846
0.032,0.874,0.094,0.9999,2-s2.0-70349997005,S0047248409001250
0.01,0.975,0.015,0.8074,2-s2.0-0035075792,S0047248401904646
0.031,0.904,0.066,0.999,2-s2.0-85020479316,S0047248417301872
0.012,0.961,0.027,0.9698,2-s2.0-0033732453,S0047248400904317
0.045,0.892,0.063,0.9989,2-s2.0-77957686873,S0047248410001314
0.012,0.867,0.121,1.0,2-s2.0-21244466710,S0047248405000448
0.017,0.896,0.087,0.9998,2-s2.0-33750628136,S0047248406001503
0.032,0.831,0.138,1.0,2-s2.0-1842584721,S0047248404000119
0.048,0.916,0.036,-0.5106,2-s2.0-0017569731,S0047248477800985
0.045,0.901,0.053,0.9979,2-s2.0-84928702476,S0047248415000494
0.021,0.921,0.057,0.9864,2-s2.0-0031204357,S0047248497901391
0.024,0.914,0.061,0.9981,2-s2.0-17644365075,S0047248404001708
0.027,0.925,0.049,0.9971,2-s2.0-79953054559,S0047248411000054
0.017,0.924,0.059,0.9981,2-s2.0-84923573298,S0047248414002814
0.014,0.866,0.12,0.9999,2-s2.0-0026470584,004724849290062E
0.011,0.923,0.066,0.9984,2-s2.0-0035998891,S0047248401905391
0.042,0.884,0.074,0.9982,2-s2.0-84867451185,S004724841200142X
0.02,0.909,0.072,0.9998,2-s2.0-84944165237,S004724841500161X
0.102,0.811,0.087,-0.9671,2-s2.0-2442712424,S0047248404000375
0.027,0.922,0.051,0.9993,2-s2.0-84877657768,S004724841300033X
0.0,0.943,0.057,0.872,2-s2.0-0041537974,S0047248496900317
0.04,0.883,0.077,0.9998,2-s2.0-80052261269,S0047248411001096
0.016,0.92,0.063,0.9834,2-s2.0-0033120290,S0047248498902743
0.059,0.87,0.071,0.296,2-s2.0-0028554456,S0047248484710463
0.021,0.905,0.074,0.9999,2-s2.0-0142197604,S0047248403000903
0.01,0.967,0.023,0.9524,2-s2.0-0031064114,S0047248496901013
0.055,0.879,0.067,0.9986,2-s2.0-84921711095,S0047248414002681
0.031,0.93,0.039,0.9876,2-s2.0-78650871840,S0047248410002241
0.006,0.908,0.086,0.9998,2-s2.0-0037226478,S004724840200194X
0.037,0.88,0.083,0.9996,2-s2.0-79955472518,S0047248411000042
0.021,0.815,0.164,1.0,2-s2.0-84928702511,S0047248415000482
0.018,0.913,0.069,0.997,2-s2.0-39149105592,S0047248407001947
0.058,0.844,0.098,0.9997,2-s2.0-67649976615,S004724840900058X
0.055,0.89,0.055,0.9995,2-s2.0-84986276733,S0047248416300677
0.028,0.894,0.078,0.9998,2-s2.0-33845495392,S0047248406001515
0.032,0.889,0.079,0.9993,2-s2.0-0021735777,S0047248484800172
0.053,0.891,0.056,0.8682,2-s2.0-77957662950,S0047248410001302
0.026,0.892,0.081,0.9999,2-s2.0-69549108116,S0047248409001092
0.031,0.84,0.129,1.0,2-s2.0-78649445247,S0047248410001752
0.025,0.888,0.088,0.999,2-s2.0-0021055178,S0047-2484(83)80165-1
0.013,0.921,0.067,0.9995,2-s2.0-85106312039,S0047248421000622
0.057,0.866,0.077,0.9989,2-s2.0-67349138222,S0047248409000396
0.018,0.835,0.147,1.0,2-s2.0-85081215895,S004724841930363X
0.032,0.913,0.055,0.9999,2-s2.0-85040254666,S0047248417304670
0.035,0.887,0.078,0.9939,2-s2.0-0004959068,S0047248483800207
0.067,0.852,0.081,0.9914,2-s2.0-0017152141,47248476900865
0.038,0.894,0.068,0.9994,2-s2.0-0016197644,47248474901985
0.011,0.908,0.08,0.9998,2-s2.0-84940451171,S0047248415001505
0.024,0.875,0.101,0.9995,2-s2.0-51349114268,S0047248408000444
0.043,0.893,0.064,0.9997,2-s2.0-84902346791,S0047248414000645
0.01,0.92,0.071,0.9989,2-s2.0-64749106859,S0047248409000050
0.02,0.909,0.072,0.9999,2-s2.0-84928702640,S0047248415000251
0.054,0.881,0.064,0.9939,2-s2.0-77958175612,S0047248410001181
0.014,0.933,0.053,0.997,2-s2.0-0032144610,S0047248498902305
0.049,0.884,0.067,0.9828,2-s2.0-0142244902,S0047248403000915
0.032,0.9,0.069,0.9432,2-s2.0-0028591530,S0047248484710475
0.044,0.912,0.045,0.9672,2-s2.0-84859159248,S0047248412000061
0.024,0.917,0.059,0.9358,2-s2.0-0028193537,S0047248484710025
0.015,0.922,0.064,0.9998,2-s2.0-35648943647,S0047248407001443
0.035,0.881,0.084,0.9999,2-s2.0-2442714819,S0047248404000508
0.04,0.905,0.055,0.9988,2-s2.0-84858075174,S0047248411001254
0.033,0.896,0.071,0.9994,2-s2.0-0027101516,004724849290068K
0.027,0.909,0.064,0.9998,2-s2.0-85047098303,S0047248416301932
0.074,0.84,0.086,0.9799,2-s2.0-0024871609,47248489900961
0.041,0.913,0.046,0.9886,2-s2.0-79952339531,S0047248410000114
0.024,0.9,0.075,0.9998,2-s2.0-33344468861,S0047248405001648
0.033,0.889,0.078,0.9994,2-s2.0-13444259383,S0047248404001319
0.045,0.866,0.088,0.9995,2-s2.0-0018601515,47248479900770
0.035,0.897,0.068,0.9998,2-s2.0-0000525175,47248491901118
0.025,0.877,0.098,1.0,2-s2.0-84855191994,S0047248411002028
0.07,0.873,0.057,-0.9992,2-s2.0-84949463448,S0047248415002407
0.004,0.949,0.048,0.998,2-s2.0-0035983957,S0047248402905609
0.026,0.914,0.06,0.9618,2-s2.0-0030485177,S0047248496900585
0.013,0.91,0.078,0.9987,2-s2.0-0022333342,S0047248485800531
0.0,0.948,0.052,0.8126,2-s2.0-0037307171,S0047248402002038
0.038,0.868,0.094,0.9997,2-s2.0-0019173641,47248480900512
0.032,0.885,0.082,0.9988,2-s2.0-0017581871,S0047248477801140
0.023,0.894,0.083,0.987,2-s2.0-0030438748,S0047248496900706
0.058,0.897,0.045,-0.9118,2-s2.0-0035067606,S0047248400904585
0.022,0.911,0.066,0.9999,2-s2.0-84858071926,S0047248412000036
0.036,0.799,0.165,1.0,2-s2.0-84919699317,S0047248414001845
0.042,0.769,0.189,1.0,2-s2.0-0038673851,S0047248403000411
0.01,0.896,0.094,0.9996,2-s2.0-12144285306,S0047248404001460
0.029,0.912,0.06,0.9931,2-s2.0-0018847949,47248480900457
0.031,0.92,0.05,0.9944,2-s2.0-38349192790,S0047248407001984
0.0,0.923,0.077,0.9382,2-s2.0-0033093357,S0047248498902846
0.008,0.927,0.065,0.9989,2-s2.0-58149405156,47248480900640
0.018,0.91,0.073,0.9744,2-s2.0-0027449482,S0047248483710055
0.034,0.902,0.065,0.9998,2-s2.0-85030454166,S004724841630207X
0.023,0.877,0.1,0.9999,2-s2.0-85026256492,S0047248417302622
0.052,0.827,0.121,0.9995,2-s2.0-0009191817,004724849190047Y
0.017,0.95,0.034,0.9794,2-s2.0-0036669984,S0047248402905737
0.019,0.93,0.051,0.9998,2-s2.0-77957667883,S0047248410001284
0.026,0.904,0.069,0.9998,2-s2.0-33845581895,S0047248406001539
0.047,0.844,0.109,0.9611,2-s2.0-0027387560,S0047248483710110
0.031,0.922,0.047,0.9995,2-s2.0-84884596308,S0047248413001474
0.034,0.878,0.088,0.9999,2-s2.0-34247626750,S0047248407000383
0.023,0.891,0.087,1.0,2-s2.0-84952930853,S0047248415002493
0.02,0.875,0.104,0.9998,2-s2.0-38249027294,47248488900231
0.0,0.852,0.148,0.9936,2-s2.0-16144369497,S0047248496900792
0.035,0.864,0.101,0.9997,2-s2.0-0042686764,S0047248484800627
0.0,0.891,0.109,0.9933,2-s2.0-0032194524,S0047248498902329
0.021,0.905,0.074,0.9992,2-s2.0-10744231143,S0047248403000939
0.018,0.915,0.067,0.9988,2-s2.0-0034096613,S004724849990369X
0.033,0.859,0.108,0.9995,2-s2.0-0016831394,47248475901451
0.042,0.86,0.098,0.9999,2-s2.0-84902356934,S0047248414000669
0.115,0.774,0.111,-0.9489,2-s2.0-0015784129,47248473900171
0.015,0.899,0.087,0.9999,2-s2.0-55949109343,S0047248408000468
0.008,0.95,0.042,0.9781,2-s2.0-0031448447,S0047248497901597
0.018,0.887,0.095,0.9997,2-s2.0-58149408591,S0047248482800900
0.029,0.902,0.069,0.9999,2-s2.0-84937968267,S0047248415001529
0.025,0.934,0.04,0.4939,2-s2.0-0043040855,S0047248496900287
0.006,0.868,0.126,0.9988,2-s2.0-58149403928,S0047248481800759
0.017,0.904,0.079,0.9997,2-s2.0-0009692909,S0047248485800233
0.006,0.882,0.111,0.9957,2-s2.0-0001422069,S0047248484710232
0.018,0.841,0.141,0.9956,2-s2.0-0028895843,S0047248485710299
0.055,0.887,0.058,0.9973,2-s2.0-84940451081,S0047248415001657
0.063,0.847,0.091,0.9988,2-s2.0-84877683087,S0047248413000377
0.023,0.932,0.045,0.9993,2-s2.0-35649014775,S0047248407001480
0.028,0.905,0.068,0.9972,2-s2.0-0242662667,S0047248403001040
0.017,0.921,0.062,0.9998,2-s2.0-85078047734,S0047248418304226
0.017,0.915,0.069,0.9998,2-s2.0-84867478741,S0047248412001467
0.022,0.897,0.081,0.9999,2-s2.0-0013013352,004724849290105I
0.015,0.929,0.057,0.9507,2-s2.0-0031113808,S0047248496900950
0.055,0.825,0.119,0.9997,2-s2.0-58149367861,S0047248483800293
0.029,0.897,0.074,0.9993,2-s2.0-84855187867,S0047248411002004
0.034,0.909,0.057,0.9938,2-s2.0-0001694818,004724849190005G
0.041,0.895,0.065,0.9987,2-s2.0-77954217701,S0047248410000138
0.012,0.95,0.038,0.981,2-s2.0-0343569817,S0047248499903317
0.033,0.92,0.047,0.9964,2-s2.0-0000447766,004724849190095D
0.019,0.888,0.093,0.9999,2-s2.0-85054004020,S0047248418300320
0.039,0.851,0.11,0.9999,2-s2.0-0017736450,S0047248477800511
0.038,0.875,0.087,0.9999,2-s2.0-85032464064,S0047248417303822
0.021,0.922,0.057,0.9999,2-s2.0-85045068849,S0047248417304037
0.045,0.843,0.112,0.9999,2-s2.0-0002174160,47248472900498
0.026,0.94,0.034,0.9987,2-s2.0-84919844350,S0047248414001869
0.019,0.896,0.085,0.9999,2-s2.0-84940451267,S0047248415001591
0.08,0.86,0.06,-0.9696,2-s2.0-0347536003,S0047248403001386
0.036,0.897,0.068,0.9995,2-s2.0-85045901451,S0047248418300459
0.032,0.865,0.103,0.999,2-s2.0-0018242215,S0047248478800645
0.016,0.939,0.045,0.9997,2-s2.0-85100575768,S0047248420302049
0.0,0.886,0.114,0.9963,2-s2.0-0032194525,S0047248498902391
0.046,0.879,0.075,0.9974,2-s2.0-0018183891,S0047248478800700
0.078,0.838,0.085,0.9881,2-s2.0-0021951273,S0047248485800634
0.011,0.907,0.081,0.9988,2-s2.0-0040271946,S0047-2484(81)80096-6
0.02,0.911,0.069,0.9998,2-s2.0-0037307376,S0047248402002014
0.031,0.919,0.05,0.999,2-s2.0-0001496628,47248480900494
0.031,0.922,0.047,0.969,2-s2.0-0031202606,S0047248497901305
0.025,0.886,0.089,0.9992,2-s2.0-23844497754,S0047248405000825
0.016,0.921,0.062,0.9983,2-s2.0-34249800378,S0047248406002211
0.0,0.929,0.071,0.9771,2-s2.0-0031254752,S0047248497901755
0.017,0.898,0.085,0.9803,2-s2.0-0000660093,S0047248483710444
0.03,0.883,0.087,0.9999,2-s2.0-84906942252,S0047248414000852
0.025,0.872,0.103,0.9955,2-s2.0-58149408493,S0047248481800061
0.053,0.879,0.068,0.9989,2-s2.0-17644381203,S0047248405000126
0.025,0.921,0.055,0.9961,2-s2.0-55949084833,S0047248408001541
0.019,0.898,0.083,0.9999,2-s2.0-51349100211,S004724840800095X
0.029,0.891,0.081,0.9999,2-s2.0-35648999106,S0047248407001479
0.048,0.839,0.114,0.9999,2-s2.0-85045715740,S0047248417303834
0.025,0.894,0.081,0.9999,2-s2.0-34548287557,S0047248407001029
0.033,0.856,0.111,0.9999,2-s2.0-0000714364,S0047248486800744
0.027,0.909,0.065,0.9998,2-s2.0-84858071884,S0047248411002442
0.03,0.878,0.092,0.999,2-s2.0-0026308016,47248491901088
0.023,0.793,0.184,1.0,2-s2.0-0002329843,47248492900439
0.027,0.916,0.057,0.9997,2-s2.0-77952956697,S0047248410000084
0.018,0.909,0.073,0.9992,2-s2.0-0009260622,47248488900620
0.017,0.919,0.063,0.9999,2-s2.0-84957651448,S0047248415002201
0.024,0.911,0.066,0.9998,2-s2.0-84983488990,S0047248416300860
0.034,0.917,0.049,0.987,2-s2.0-0000156703,S0047248486800197
0.037,0.862,0.1,0.9998,2-s2.0-0001496629,47248480900482
0.017,0.935,0.048,0.9997,2-s2.0-85070529392,S0047248419300958
0.019,0.928,0.053,0.9998,2-s2.0-85081669441,S0047248419303677
0.014,0.92,0.066,0.9959,2-s2.0-79957989578,S0047248411000613
0.035,0.888,0.077,0.9998,2-s2.0-0015795894,47248473900560
0.018,0.863,0.12,1.0,2-s2.0-77955842086,S004724841000120X
0.093,0.844,0.063,-0.9998,2-s2.0-55949127611,S0047248408001668
0.014,0.934,0.052,0.9919,2-s2.0-57349123390,S004724848480007X
0.031,0.868,0.101,0.9998,2-s2.0-79955463028,S004724841000165X
0.038,0.874,0.088,0.9996,2-s2.0-0026453185,004724849290057G
0.049,0.881,0.07,0.9993,2-s2.0-0001298503,S0047-2484(86)80002-1
0.023,0.919,0.058,0.9995,2-s2.0-85026467217,S0047248417302634
0.061,0.85,0.089,0.9981,2-s2.0-0012721888,S0047248481800036
0.046,0.834,0.121,0.9876,2-s2.0-0029528885,S0047248485710688
0.041,0.89,0.068,0.9997,2-s2.0-34548585657,S0047248407001091
0.022,0.901,0.077,0.9979,2-s2.0-0346028517,0047-2484(92)90035-8
0.045,0.873,0.082,0.9997,2-s2.0-84928184537,S0047248415000457
0.024,0.916,0.06,0.802,2-s2.0-0027430373,S0047248483710043
0.031,0.83,0.139,0.9999,2-s2.0-79953034251,S0047248411000078
0.024,0.889,0.087,0.9999,2-s2.0-34247571821,S0047248407000395
0.018,0.87,0.113,1.0,2-s2.0-84887612508,S0047248413001462
0.007,0.966,0.027,0.9246,2-s2.0-0034054646,S0047248499903706
0.053,0.879,0.068,0.9648,2-s2.0-0018831463,004724848090041X
0.018,0.917,0.064,0.9999,2-s2.0-84928694679,S0047248415000512
0.02,0.897,0.083,0.9999,2-s2.0-85054010564,S0047248417303160
0.02,0.893,0.087,1.0,2-s2.0-85086872401,S0047248420300609
0.029,0.904,0.067,0.9994,2-s2.0-77958163303,S0047248410001338
0.025,0.899,0.075,0.9999,2-s2.0-85066436623,S0047248419300260
0.023,0.932,0.045,0.9913,2-s2.0-0025595853,47248490900235
0.022,0.915,0.063,0.9979,2-s2.0-0342516539,S0047248478800487
0.017,0.883,0.1,0.9999,2-s2.0-33751109947,S0047248406001485
0.018,0.903,0.079,0.9999,2-s2.0-33644868735,S0047248405002009
0.019,0.908,0.072,0.9999,2-s2.0-85044251881,S0047248416301725
0.028,0.916,0.055,0.9999,2-s2.0-84855189724,S0047248411001813
0.007,0.949,0.044,0.8979,2-s2.0-0000353771,S0047248499903585
0.076,0.843,0.082,0.9411,2-s2.0-0142160267,004724847290022X
0.031,0.926,0.043,0.8896,2-s2.0-0018636241,0047-2484(79)90070-8
0.022,0.902,0.075,0.9997,2-s2.0-85049420391,S0047248417304426
0.028,0.91,0.062,0.9987,2-s2.0-0001134604,004724847290067X
0.073,0.863,0.064,0.114,2-s2.0-0033120733,S0047248498902780
0.031,0.896,0.073,0.9995,2-s2.0-33745948323,S0047248405002265
0.062,0.853,0.086,0.9874,2-s2.0-58149370688,S0047248483801705
0.026,0.928,0.045,0.9973,2-s2.0-33845482645,S0047248478800311
0.021,0.92,0.06,0.9998,2-s2.0-0024904001,004724848990016X
0.028,0.857,0.115,0.9984,2-s2.0-45949129207,47248480900986
0.029,0.875,0.096,0.9987,2-s2.0-85020252707,S004724841630183X
0.028,0.877,0.096,0.9989,2-s2.0-0001163069,004724849090070R
0.026,0.887,0.087,0.9995,2-s2.0-64649103686,S0047248408002443
0.023,0.886,0.091,1.0,2-s2.0-0002314971,0047-2484(88)90051-6
0.042,0.847,0.111,0.9999,2-s2.0-84902290417,S0047248414000608
0.022,0.907,0.072,0.9992,2-s2.0-32044454186,S0047248405001594
0.023,0.914,0.064,0.9998,2-s2.0-84883465173,S0047248413001383
0.023,0.922,0.055,0.9997,2-s2.0-85088632538,S004724842030110X
0.018,0.925,0.057,0.9983,2-s2.0-0015784242,47248473900110
0.023,0.903,0.075,0.9997,2-s2.0-34447117592,S0047248407000474
0.027,0.894,0.079,0.9996,2-s2.0-85037352071,S0047248417302993
0.023,0.898,0.079,0.999,2-s2.0-58149406676,S0047248482800432
0.024,0.899,0.077,0.9998,2-s2.0-34248597363,S0047248407000024
0.039,0.879,0.082,0.999,2-s2.0-0345880574,S0047248482800961
0.024,0.88,0.096,0.9999,2-s2.0-33846526004,S0047248406001734
0.048,0.866,0.086,0.9901,2-s2.0-0018089398,S0047248478800736
0.034,0.915,0.051,0.9903,2-s2.0-38249034029,0047-2484(87)90021-2
0.022,0.899,0.079,1.0,2-s2.0-85105010441,S004724842100035X
0.033,0.878,0.089,0.9799,2-s2.0-0033103828,S0047248498902718
0.079,0.88,0.041,-0.9786,2-s2.0-0028554455,S0047248484710438
0.005,0.981,0.014,0.9022,2-s2.0-0015896319,47248473900055
0.024,0.908,0.068,0.9999,2-s2.0-85035090573,S0047248417304451
0.016,0.87,0.114,1.0,2-s2.0-85017568138,S0047248417301203
0.032,0.885,0.083,1.0,2-s2.0-85088666658,S0047248420300804
0.013,0.925,0.063,0.9965,2-s2.0-0031612899,S004724849790186X
0.0,0.899,0.101,0.9864,2-s2.0-0027388024,S0047248483710171
0.02,0.91,0.07,0.9999,2-s2.0-85059746980,S0047248418301507
